main_category,title,average_rating,rating_number,features,description,price,store,categories,details,parent_asin
Health & Personal Care,"Mr.Power Guitar Neck Rest Neck Pillow String Instrument Neck Support Luthier Tool for Guitar, Bass Ukuleles, Violins, Banjos, Mandolins, Work Mat",4.7,688,"['Made of cork, will not damage the guitar neck.', 'Curved design that hugs the back of the neck for the perfect fit.', 'Suitable for most instruments with neck, guitars, basses, ukulele, mandolin, banjo and many more.', 'Two height design can suit different instruments.', 'Length: 11.5cm / 4.52in. Height: 8.5cm / 3.34in.']",[],13.99,Mr.Power,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Cleaning & Care']","{""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""4.53 x 3.94 x 3.35 inches; 6.74 Ounces"", ""Item model number"": ""Guitar Neck Rest"", ""Date First Available"": ""December 26, 2017"", ""Manufacturer"": ""Mr.Power""}",B078N2432P
Musical Instruments,Proster 5g/0.01g Turntable Stylus Force Tracking Scale Phono Turntable Cartridge Pressure Gauge Tone Arm Scale Record Stylus Alignment with LCD Backlight for Tonearm Phono Cartridge,4.6,688,"['【Proster Turntable Stylus Force Scale Gauge】For MM/MC/MI and Piezoelectric Acoustical Pickup, Nonmagnetic, No Magnetic Field Adhesivity, Reading Reliable.', '【0.01g Highly Sensitive】0.01g High Precision and Accurate Stylus Gauge for More Convenient and Accurate Stylus Force Adjustment（±0.01g), Ensuring the Playback Result and Life of Your Valuable Records and Cartidge.', '【Multiple Weighing Units and Backlight Display】The LP Stylus Gauge has 5 modes, g/oz/ozt/TL/ct and the Large Blue LCD With Backlight Display for Easy Reading.', ""【Long-time Standby】One 5g-Weight and Two Button Batteries Provided and Automatic Turn-off after 2 minutes' Inactivity Provides You A Long Time Standby."", '【Humanization design】Blue Backlight Display with High-quality Stainless Scale, Packaged with Superior Leather Sheath for Good Protection']",[],12.95,Proster,"['Musical Instruments', 'Electronic Music, DJ & Karaoke', 'DJ Equipment', 'Accessories', 'Turntable Cartridges']","{""Item Weight"": ""3.2 ounces"", ""Package Dimensions"": ""5.2 x 4.29 x 0.94 inches"", ""Item model number"": ""4334354493"", ""Best Sellers Rank"": {""Musical Instruments"": 5819, ""DJ Turntable Cartridges"": 52}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""December 7, 2018""}",B06XP27LCR
Musical Instruments,"Aroma Guitar Amp Mini Portable Clip Amplifier Speaker Recorder 2 in 1 Chargeable w/TF Card Slot for Acoustic Electric Guitar, Electric Guitar, Electric Violin Accept 1/4"" Guitar Cable - by LC Prime®",3.8,687,"['✔ 5W OUTPUT MINI GUITAR AMP: 5W output guitar amp, with built-in distortion effect device. No need to lug heavy amps around when you are rehearsing, practicing; Amplify your sound with this portable, solidly built mini headphone amp with an incredible amount of features. It has a standard guitar input jack that accepts a standard 1/4"" guitar cable (Cable not included)', ""✔ MULTI-FUNCTION AMPLIFIER: Recording function, recording file can be saved in TF card.(TF card not included). Capable of reading TF card(up to 32G), play any format of music. 3.5mm Headphone jack included. You can even mix the audio from the incoming device and the guitar input. there's a little mp3 recorder that's fine for playing back the guitar so you can hear what you just played"", '✔ PERFECTLY PORTABLE: Totally portable amp solution; Volume control; Tone control; AUX line in, MIC input, USB cable input; Which even has a belt clip, also for stand support, ultimate easy access. Play along with backing tracks, basic EQ', '✔ COMPACT SIZE with LITHIUM BATTERY: It is light and only about the size of a small sandwich. No power outlet needed', '✔ WHAT YOU GET: LC Prime 1 x Mini Amp, 1 x USB Cable. And our 60-day warranty and friendly customer service.']",[],None,LC Prime,"['Musical Instruments', 'Amplifiers & Effects', 'Guitar & Bass Amplifiers & Preamps', 'Acoustic Guitar Amplifiers & Preamps', 'Amplifiers']","{""Item Weight"": ""0.776 ounces"", ""Product Dimensions"": ""1.97 x 6.3 x 5.12 inches"", ""Item model number"": ""MG012"", ""Batteries"": ""1 Lithium Polymer batteries required."", ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""September 9, 2015"", ""Back Material"": ""plastic"", ""Body Material"": ""Plastic"", ""Color Name"": ""Small"", ""Compatible Devices"": ""Guitar"", ""Connector Type"": ""aux,usb"", ""Speaker Amplification Type"": ""active"", ""Top Material"": ""plastic"", ""Number of Strings"": ""1"", ""Guitar Attribute"": ""travel"", ""Material Type"": ""Plastic"", ""Musical Style"": ""country"", ""Mixer Channel Quantity"": ""1"", ""Speaker Count"": ""1"", ""Speaker Size"": ""1"", ""Output Wattage"": ""5 Watts"", ""Proficiency Level"": ""advanced, beginner"", ""Battery type"": ""Lithium Ion"", ""Color Screen"": ""No"", ""Power Source"": ""Battery Powered"", ""Voltage"": ""3.7 Volts"", ""Brand"": ""LC Prime"", ""Color"": ""Small"", ""Material"": ""Plastic""}",B0154JDL1Q
Musical Instruments,"Other Harmonica, Silver (Suzuki-Manji-F#)",4.4,687,"['20 Notes', 'Key of F#', 'Advanced technology and functional beauty', 'Satin anodized, milled, billet aluminum alloy comb']","[""The revolutionary new manji 20 10-hole diatonic harmonica is named after MR. Manji Suzuki, the company's founder now in his mid 80S, but still very much in charge. He started with a single hand-built model 70 years ago, and has built Suzuki up into one of the world's premier harmonica manufacturers. The M20 has a resin composite comb with wood particles embedded. This gives you the tone of a wood comb without cracking or warping. Harmonicas are MR. Suzuki's passion and his life's work. The fact he is putting his own name on the Kanji harmonica is because those 70 years of dedication to perfection are condensed in this one impressive instrument. He is convinced that it will come to be regarded as one of the best harmonicas of the 21st century.""]",53.39,Suzuki,"['Musical Instruments', 'Wind & Woodwind Instruments', 'Folk & World', 'Harmonicas']","{""Item Weight"": ""1.6 ounces"", ""Product Dimensions"": ""6 x 3 x 1 inches"", ""Item model number"": ""Suzuki-Manji-F#"", ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""November 19, 2010"", ""Color Name"": ""Silver"", ""Material Type"": ""Wood Bronze Stainless Steel Aluminium"", ""Musical Style"": ""Blues"", ""Instrument Key"": ""F Sharp"", ""Color"": ""Silver"", ""Brand"": ""Other"", ""Material"": ""Wood Bronze Stainless Steel Aluminium"", ""Style"": ""F#""}",B0B4SHB5T3
Musical Instruments,DIGIFLEX USB Midi Cable Lead Adaptor for Musical Keyboard to PC Laptop,3.4,687,['USB Midi Cable Lead Adaptor for Musical Keyboard to PC Laptop XP Vista Mac'],['USB Midi Cable Lead Adaptor for Musical Keyboard to PC Laptop XP Vista Mac'],None,Generic,"['Musical Instruments', 'Live Sound & Stage', 'Stage & Studio Cables', 'MIDI Cables']","{""Brand"": ""Generic"", ""Connector Type"": ""USB Type A"", ""Cable Type"": ""USB"", ""Compatible Devices"": ""Laptop, Personal Computer"", ""Color"": ""Black"", ""Connector Gender"": ""Male-to-Female"", ""Shape"": ""Round"", ""Unit Count"": ""1.0 Count"", ""Item Weight"": ""1.76 ounces"", ""Connectivity Technology"": ""USB"", ""Headphones Jack"": ""Usb"", ""Indoor/Outdoor Usage"": ""Outdoor, Indoor"", ""Number of Items"": ""1"", ""Product Dimensions"": ""1.57 x 2.36 x 0.39 inches"", ""Item model number"": ""PC16"", ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""August 2, 2011"", ""Color Name"": ""Black"", ""Color Screen"": ""No""}",B002MXP6YS
Musical Instruments,"Yamaha L85 Piano Stand for The Yamaha P-Series, Lightweight, Strong and Stable Wooden Stand, Black",4.6,687,"['Yamaha L85 piano stand has been designed specifically to be used with the Yamaha P-45 P-85, P-95, P-35 and P-105 electronic pianos, take your music to the next level with the L85', 'Quality design and classic style combine to provide an attractive keyboard stand, suited for use exclusively with compatible models from the P-series of pianos', 'Sturdy and durable wooden design in a contemporary finish make for a stable playing surface for beginners and musical enthusiasts', 'The L85 has a strong and simple design which is easy to assemble and use, the convenient design allows for piano bags to be stored underneath while still having space for your legs', 'Items delivered: 1 x Yamaha L85 piano stand in black/strong and stable instrument stand']",['Complement your Yamaha Digital Piano with an attractive stand designed to match the look and feel of these fine products.'],None,YAMAHA,"['Musical Instruments', 'Instrument Accessories', 'Keyboard Accessories', 'Stands']","{""Item Weight"": ""17.82 pounds"", ""Product Dimensions"": ""41.34 x 21.65 x 3.15 inches"", ""Item model number"": ""NL85A"", ""Best Sellers Rank"": {""Musical Instruments"": 274009, ""Keyboard Stands"": 618}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""March 27, 2016"", ""Color Name"": ""Black"", ""Proficiency Level"": ""Beginner""}",B019TGVBJO
Musical Instruments,"Vivipa 2 Pieces Glass Slide and Stainless Steel Slide for Guitar, Bass, Medium (6 cm)",4.4,687,"['Package contents: 2 kinds of slide rings with different functions, good for satisfying your different needs and making more fun when playing guitar', 'Size: both of the slides measure 6 x 2.5 x 2.5 cm/ 2.36 x 0.98 x 0.98 inch in size, please make sure this point before buying the items; Color: clear glass slide and silver metal slide', 'Glass slide: made of seamless Pyrex glass, and processed from good quality boron silicate which is heat-treated and annealed', 'Metal slide: made of durable 304 stainless steel with good quality; It can offer superior sustain, excellent intonation, and a clear bright sound', 'Useful guitar slides: the glass slide can accentuate the middle harmonics of your sound, and provide silky bluesy slide sounds, suitable for pros and beginners application']","['2 pieces glass slide and stainless steel slide for guitar, bass, medium (6 cm)', 'Good material:', 'The package includes 2 kinds of slide rings with different functions; One is made of seamless Pyrex glass, and processed from good quality boron silicate which is heat-treated and annealed;  The other is made of seamless Pyrex glass, and processed from good quality boron silicate which is heat-treated and annealed.', 'Practical slides:', 'The glass slide can accentuate the middle harmonics of your sound, and provide silky bluesy slide sounds; And the metal slide can offer superior sustain, excellent intonation, and a clear bright sound; Both of them are suitable for pros and beginners application.', 'Specification:', 'color:', 'silver metal slide and clear glass slide', 'Material:', 'stainless steel', 'Size:', 'approx. 6 x 2.5 x 2.5 cm/ 2.36 x 0.98 x 0.98 inch in size', 'Package includes:', '1 x Stainless steel guitar slide 1 x Glass guitar slide']",6.28,Vivipa,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Slides']","{""Item Weight"": ""3.52 ounces"", ""Package Dimensions"": ""2.99 x 2.91 x 1.89 inches"", ""Best Sellers Rank"": {""Musical Instruments"": 2675, ""Guitar Slides"": 5}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""October 29, 2018"", ""Color Name"": ""Silver Metal Slide and Clear Glass Slide"", ""Material Type"": ""Glass"", ""Size"": ""approx. 6 x 2.5 x 2.5 cm/ 2.36 x 0.98 x 0.98 Inch"", ""Color"": ""Silver Metal Slide and Clear Glass Slide"", ""Material"": ""Glass"", ""Brand"": ""Vivipa""}",B07JZBH686
Musical Instruments,"String Action Gauge Ruler, Guitar Height Gauge Set Up Tool for Electric Bass and Acoustic Guitar",4.5,686,"['guitar measurement tool which made of stainless steel which is stable,durable,beautiful and widely used', 'Guitar set up gauge fit for string height, for ridge saddle slot depth and for nuts saddles and pole pieces', 'With conversion chart of string action at 12th fret printed on one side', 'Guitar ruler fit for electric guitar, Bass , acoustic guitar,mandolin,banjo,etc', 'Handy Luthier Tool-Convenient ,pocket-sized ruler which can take to everywhere you like.Package including: 1 x String action gauge, 1 x Instruction']","['Setting up your guitar and make it sound more beautiful.', 'HOW TO USE?', '1.Tune your guitar. This ensures the right tension is applied to the neck. 2.Make sure your neck is straight and adjust your truss rod needed. 3.Rest the ruler or string action gauge tool on the 12th fret. 4.Read the ruler from the bottom of the string. 5.Repeat this for any other string on your guitar you need to measure.', 'Features:', '1.Fit for electric guitar, Bass , acoustic guitar,mandolin,banjo,etc. 2.With conversion chart of string action at 12th fret printed on one side. 3.With scale for string height, for ridge saddle slot depth and for nuts saddles and pole pieces. 4.Made of stainless steel which is stable,durable,beautiful and widely used. 5.From inch fractions, to inch decimals, to metric in increments.', 'Specifications:', 'Material: Stainless Steel Color: sliver Application: electric guitar, bass , acoustic guitar etc. Unit: mm/ in Scale for string height: 0.01-0.14in / 0.25-3.50mm Scale for bridge saddle slot depth: 0-0.875in / 0-20mm Scale for nuts saddles and polepieces: 0-0.75in / 0-20mm Ruler size: 8.9 * 5.1cm / 3.5 * 2in (length * width) Ruler weight: 28g / 0.99oz', 'Package including:', '1 x String action ruler 1 x Instruction paper card. TIPS: Properly setting up your truss rod is crucial to get right before you adjust your guitar’s action.']",7.99,Fematin,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Tools']","{""Item Weight"": ""0.634 ounces"", ""Product Dimensions"": ""3.5 x 2 x 0.4 inches"", ""Item model number"": ""SJTG-SJT-BR#-TOOLPC-210722-B08GKXLHY1"", ""Best Sellers Rank"": {""Musical Instruments"": 1164, ""Guitar Tools"": 4}, ""Date First Available"": ""August 24, 2020"", ""Color Name"": ""Sliver""}",B08GKXLHY1
Musical Instruments,"KAISH Gold Guitar Roller Saddle Bridge Tune-O-Matic Bridge For Epiphone Les Paul,SG,Dot,Bigsby Guitar with M8 Threaded Posts",4.5,686,"['Precision engineered, with high quality Plating. The roller saddles are perfect for using with a Bigsby, or just to reduce string breakages and add sustain on any LP style guitar. This model has 6.3mm post holes to drop over 6mm posts, typically found on most Epiphone guitars and many other similar import guitar brands.', 'Includes anchors and large M8 threaded bridge posts with 6mm diameter top section', 'High stability saddle retention rings to eliminate saddle rattle', '2.05""(52mm) string spacing E to e; 73.5mm center to center post spacing.Bridge is 14"" radius.', 'Tune-O-Matic style bridge with roller saddles for increased tuning stability, higher sustain and less string breakages. 6 saddles with independent intonation adjustment']","['KAISH Gold Guitar Roller Saddle Bridge Tune-O-Matic Bridge For Epiphone Les Paul,SG,Dot,Bigsby Guitar with M8 Threaded Posts']",22.99,KAISH,"['Musical Instruments', 'Instrument Accessories', 'Guitar & Bass Accessories', 'Electric Guitar Parts', 'Bridges & Bridge Parts']","{""Item Weight"": ""3.2 ounces"", ""Package Dimensions"": ""5.5 x 3 x 0.6 inches"", ""Item model number"": ""K1395-Gold"", ""Best Sellers Rank"": {""Musical Instruments"": 7730, ""Electric Guitar Bridges & Bridge Parts"": 39}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""December 17, 2018"", ""Back Material"": ""Zinc"", ""Body Material"": ""Zinc"", ""Color Name"": ""Gold"", ""Fretboard Material"": ""Zinc alloy"", ""Guitar Pickup Configuration"": ""Custom-removable-pickups"", ""Top Material"": ""Saddle bridge"", ""Neck Material Type"": ""Blackwood"", ""Number of Strings"": ""6"", ""Guitar Bridge System"": ""Zinc alloy"", ""Size"": ""Roller Saddle Bridge"", ""Brand"": ""KAISH"", ""Color"": ""Gold"", ""Top Material Type"": ""Saddle bridge"", ""Back Material Type"": ""Zinc"", ""Fretboard Material Type"": ""Zinc alloy"", ""Hand Orientation"": ""Right""}",B07LG133MV
Musical Instruments,"Fender Redondo Player Acoustic Guitar, Slate Satin, Walnut Fingerboard",4.5,686,"['Fender-exclusive Redondo body shape', 'Painted solid spruce top; painted mahogany back and sides', 'Fishman pickup/preamp system', 'Mahogany neck with slim-taper ""C""-shaped profile; walnut fingerboard and bridge', 'Matching painted 6-in-line headstock', 'Hand orientation: Right']","['Product Description', 'Bold and brash, the sound of this dreadnought acoustic was designed to inspire from the moment you pick it up. Featuring a painted solid spruce top, painted mahogany back and sides, and matching painted 6-in-line headstock, the Redondo Player has a rich, commanding voice that fills any room. The mahogany neck features a comfortable, slim-taper ""C""-shaped profile, inspired by Fender’s electric legacy. The same no-compromise attitude that gives the Redondo Player its uniquely killer vibe extends to every aspect of its construction. It features optimized bracing for superior resonance, a GraphTech NuBone nut and saddle, and a Fishman preamp system that allows you to reproduce the guitar’s natural sound when plugged into an amplifier. Dynamic, distinctive, and versatile—like today’s guitarists—the Redondo Player refuses to be bound by convention.', 'From the Manufacturer', 'Bold and brash, the chest-thumping sound of this big-bodied acoustic was designed to inspire from the moment you pick it up. The exclusive slope-shouldered Redondo body shape has a rich, commanding voice that fills any room. The gloss metallic top, back and sides, as well as a matching painted 6-in-line headstock and crème binding, give it a shot of electrifying attitude. Dynamic, unique and unconventional—like today’s guitarists—the Redondo Player refuses to be bound by the past.The same no-compromise attitude that gives the Redondo Player its uniquely killer vibe extends to every aspect of its construction. It features optimized bracing for reduced mass and superior resonance, a Graph Tech NuBone nut and saddle for greater sustain and a Fishman preamp system that makes it easy to plug in without sacrificing the guitar\'s natural sound. Its lightweight mahogany neck features a comfortable, easy-to-play, slim-taper ""C""-shaped profile suitable for any playing style and its walnut fingerboard and bridge further augment its vibrant tone. With superb playability, distinctive looks and unmistakably Fender vibe, the Redondo Player is an inspiring instrument that was made for self-expression.']",449.99,Fender,"['Musical Instruments', 'Guitars', 'Acoustic Guitars', 'Beginner Kits']","{""Item Weight"": ""9.85 pounds"", ""Product Dimensions"": ""44.6 x 18.1 x 6.7 inches"", ""Item model number"": ""970713543"", ""Batteries"": ""1 9V batteries required. (included)"", ""Best Sellers Rank"": {""Musical Instruments"": 5415, ""Acoustic-Electric Guitars"": 13, ""Acoustic Guitars"": 51}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""January 23, 2019"", ""Back Material"": ""Walnut Wood, Mahogany Wood"", ""Body Material"": ""Mahogany"", ""Color Name"": ""Slate Satin"", ""Fretboard Material"": ""Walnut Wood"", ""Guitar Pickup Configuration"": ""Piezo"", ""String Gauge"": ""Light"", ""String Material"": ""Bronze"", ""Top Material"": ""Spruce Wood"", ""Neck Material Type"": ""Mahogany"", ""Number of Strings"": ""6"", ""Guitar Bridge System"": ""Hardtail Bridge"", ""Size"": ""Full"", ""Brand"": ""Fender"", ""Color"": ""Slate Satin"", ""Top Material Type"": ""Spruce Wood"", ""Back Material Type"": ""Walnut Wood, Mahogany Wood"", ""Fretboard Material Type"": ""Walnut Wood"", ""String Material Type"": ""Bronze"", ""Hand Orientation"": ""Right""}",B07ZMBSSKN
Musical Instruments,"HOHNER Harmonica, Stainless steel (3P1501BX)",4.5,686,"['3 Harmonicas in one package: keys of G, a, & C', 'Great Starter set', 'Molded plastic body', 'Stainless steel covers']","['This great hohner blues band harmonica starter kit gives you three different key harmonicas (G, a, & C) in one package. Harmonica features brass reeds, plastic body and stainless steel covers. All you need to start playing blues, rock, country or folk.']",26.98,Hohner Accordions,"['Musical Instruments', 'Wind & Woodwind Instruments', 'Folk & World', 'Harmonicas']","{""Manufacturer"": ""Hohner Inc, USA"", ""Part Number"": ""3P1501BX"", ""Item Weight"": ""7 ounces"", ""Product Dimensions"": ""8.5 x 5.25 x 1.38 inches"", ""Item model number"": ""3P1501BX"", ""Is Discontinued By Manufacturer"": ""No"", ""Color"": ""Stainless steel"", ""Style"": ""3-Pack"", ""Finish"": ""Polished"", ""Material"": ""Stainless Steel, Brass, Plastic"", ""Item Package Quantity"": ""1"", ""Batteries Included?"": ""No"", ""Batteries Required?"": ""No"", ""Warranty Description"": ""Hohner diatonic 14 day replacement and 90 day harmonica warranty - hohner harmonicas and melodicas are warranted to be free from manufacturing defects and properly tuned at the time of purchase. Any instrument found to contain manufacturing defects or other noticeable imperfections will be, at hohner's option replaced at no charge provided the harmonica is returned to the place of purchase within 14 days of the original purchase date. Concurrently the instrument will be, at hohner's option repaired or replaced provided the harmonica is shipped to the hohner service center within 90 days of the original purchase. Proof of purchase and service form is required. Click here to submit a harmonica for warranty service. This warranty excludes all consequential damages. It does not cover damages resulting from accident, misuse, normal wear and tear or tampering. Some states do not allow the exclusion or limitation of incidental or consequential damages, so the above limitation or exclusion may not apply to you. This warranty gives you specific legal rights. You may also have other rights which vary from state to state."", ""Date First Available"": ""November 8, 2011"", ""Brand"": ""Hohner Accordions"", ""Instrument Key"": ""C, G, A""}",B07KDYCQNC
Musical Instruments,"Big Fat Snare Drum - Steve's Donut 14""",4.7,685,"['Gives you a medium beefy, thuddy snare with the feel of your actual snare head.', '6"" Center circle cutout for snare batter crack']","[""The bfsd was engineered to effortlessly transformany snare drum into your very own vintage, beefy, thump 70's-inspired Big Fat Snare Drum. Unlike gels and tape, bfsd lowers the fundamental pitch of the drum without any of the hassle. Simply placed on top of your existing snare skin, The Custom blend of patent pending rubber and plastic instantly face-lifts your medium to high-pitched tuned snare drum and delivers that sought after, authentic, deep and warm tone we all know and love.""]",21.0,Big Fat Snare Drum,"['Musical Instruments', 'Drums & Percussion', 'Concert Percussion', 'Concert Snare Drums']","{""Item Weight"": ""82 Grams"", ""Product Dimensions"": ""15 x 13.75 x 0.2 inches"", ""Item model number"": ""BFSD14DON"", ""Best Sellers Rank"": {""Musical Instruments"": 4504, ""Concert Snare Drums"": 1}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""July 22, 2015"", ""Body Material"": ""plastic"", ""Color Name"": ""Black"", ""Material Type"": ""Plastic,Rubber"", ""Size"": ""14\"""", ""Color"": ""Black"", ""Brand"": ""Big Fat Snare Drum"", ""Material"": ""Plastic,Rubber"", ""Item Dimensions LxWxH"": ""15 x 13.75 x 0.2 inches""}",B01290XS9S
Musical Instruments,"Solid State Logic SSL 2 USB Audio Interface - 24 bit/192 kHz, 2-in 2-out, with SSL Legacy 4K Analogue Enhancement and included SSL Software Production Pack",4.7,685,"['2X Class-Leading Mic Preamps (130.5dB EIN / 62dB of Gain)', 'Pro-Studio Quality Neutrik Connectors and Alps pots', 'High Current Headphone Amp', '24-bit / 192 kHz AKM Converters', 'Legacy 4K Analogue Enhancement - Inspired by SSL4000 series console', 'SSL Production Pack - Exclusive software bundle', 'Advanced Workflow Technology utilised in ergonomics, layout and metering']",[],None,Solid State Logic,"['Musical Instruments', 'Studio Recording Equipment', 'Computer Recording', 'Audio Interfaces']","{""Item Weight"": ""2.55 pounds"", ""Product Dimensions"": ""11 x 8 x 4 inches"", ""Item model number"": ""SSL2"", ""Best Sellers Rank"": {""Musical Instruments"": 8552, ""Computer Recording Audio Interfaces"": 86}, ""Is Discontinued By Manufacturer"": ""No"", ""Date First Available"": ""January 13, 2020"", ""Compatible Devices"": ""Personal Computer"", ""Hardware Interface"": ""USB"", ""Supported Software"": ""SSL Production Pack"", ""Operating System"": ""Windows"", ""Brand"": ""Solid State Logic"", ""Connectivity Technology"": ""USB"", ""Number of Channels"": ""2""}",B083XT733D
Industrial & Scientific,"SURGICAL ONLINE Aluminum Sensory Tuning Forks C 128, C 256, C 512, Diagnostic Instruments 3 Pcs",4.3,685,"['ACCURATE FREQUENCIES: Tuning Fork Set includes C 128, C 256, C 512 frequencies, ensuring precision for healing tests and musical instrument tuning. Corrosion-resistant aluminum alloy construction.', 'DURABLE MATERIALS: Made with high-quality aluminum alloy, these tuning forks provide long-lasting durability. Ideal for medical professionals, audiologists, and sound therapists.', 'EXTRA LONG HANDLE: The extended handle design allows for easy grip and handling, enhancing vibratory sensation during medical examinations and sound therapy sessions.', 'PORTABLE DESIGN: Lightweight and compact, these tuning forks are easily portable and perfect for use in medical school, clinics, or on the go. Ideal for medical students and professionals.', 'VERSATILE APPLICATIONS: Suitable for Weber hearing tests, Rinne hearing tests, bone conduction tests, musical instrument tuning, sound healing, and hearing evaluation.', 'NON MAGNETIC: The non-magnetic properties of these tuning forks ensure safety and accuracy during audiology equipment use and frequency accuracy testing.', 'AUDITORY ASSESSMENT: Essential audiology tuning forks for comprehensive hearing tests, sound therapy tools, and medical examination in clinical settings.', 'SOUND THERAPY TOOLS: Enhance sound healing practices with these tuning forks therapy tools, designed for vibratory sensation and frequency accuracy.', 'FOR PROFESSIONALS AND STUDENTS: Suitable for medical professionals, audiologists, musicians, sound therapists, and medical students seeking reliable audiology equipment.', 'QUALITY INSPECTED: Each tuning fork is meticulously inspected to ensure high-quality standards and optimal performance for medical and therapeutic use.']","['Set of 3 pcs Aluminum Sensory Tuning Forks', 'C 128', 'C 128', 'C 256', 'C 256', 'C 512', 'C 512']",9.99,SURGICAL ONLINE,"['Musical Instruments', 'Instrument Accessories', 'General Accessories', 'Tuning']","{""Is Discontinued By Manufacturer"": ""No"", ""Package Dimensions"": ""9.53 x 3.54 x 1.14 inches; 6.72 Ounces"", ""Item model number"": ""zi_1376"", ""Date First Available"": ""May 26, 2017"", ""Manufacturer"": ""SurgicalOnline""}",B07177NC3K
Musical Instruments,"USB Microphone for PC, ARCHEER Podcast Mic for Computer Laptop MAC or Windows, Metal Condenser Streaming Microphone for Cardioid Studio Recording Vocals Gaming YouTube Plug and Play 1.8m/6ft",3.9,685,"['【Professional Condenser Microphone Design】-An amazing pc microphone with cardioid pick-up pattern of effectively minimizing background noise and isolating the main sound source； Perfect christmas gift for your friend who needs quality microphone for singing ,Recording, Streaming Broadcast,Gaming or chatting on line.', ""【Easy to Install & Versatility】-Plug and Play: Simply plug pc microphone into any available USB port, select it as your input in your software settings, and you're ready to create your own audio.Windows and Mac compatible, and no software to install. (Note: This gaming pc microphone is compatible with Macs, PCs , not compatible with Phones, Ipad and Xbox and PS4.)(Please set the sound of your computer before you use.)"", '【Excellent sound quality】-The table microphone holder is equipped with a professional 2-layer acoustic filter that prevents it from bursting and Performs perfectly in reproduces sound, high quality mic ensure your exquisite sound in broadcasting, podcasting, interviews, voice recording, videoconferencing, singing over the Internet. Online chat like Facebook, MSN, Skype etc.', '【Stable and Flexible】-Folding adjustable tripod stand: The sturdy tripod can fix the usb microphone on the table;you can attach the microphone to the desk with the flexible mini head rotatable by 270 degrees, set to any angle you want. The anti-spray cover can reduce other noises for better recording or dialogue.', '【What You Get】-1 × Condenser Microphone, 1 × Adjustable Tripod Stand, 1 × Wind Screen Shield, 1 x pop filter，1 × USB 6FT Cable，1 × User Manual, 12-month product service. If you have any questions, you can contact us directly. We will do our best to help you.']",[],None,ARCHEER,"['Musical Instruments', 'Microphones & Accessories', 'Microphones', 'Condenser Microphones', 'Multipurpose']","{""Item Weight"": ""370 Grams"", ""Product Dimensions"": ""10.24 x 4.33 x 2.76 inches"", ""Item model number"": ""CL01"", ""Batteries"": ""1 Lithium Ion batteries required."", ""Best Sellers Rank"": {""Musical Instruments"": 49108, ""Multipurpose Condenser Microphones"": 708}, ""Date First Available"": ""June 15, 2019"", ""Compatible Devices"": ""Laptop, Personal Computer, Speaker"", ""Connector Type"": ""USB"", ""Material Type"": ""Metal"", ""Hardware Platform"": ""Laptop, PC"", ""Power Source"": ""Corded Electric"", ""Brand"": ""ARCHEER"", ""Connectivity Technology"": ""USB"", ""Special Feature"": ""Stand"", ""Included Components"": ""Microphone, User manual, Usb cable"", ""Polar Pattern"": ""Unidirectional"", ""Item Dimensions LxWxH"": ""10.24 x 4.33 x 2.76 inches""}",B07T4YRJB1
Musical Instruments,Vic Firth American Classic 5ANVG - Nylon Tip - VIC GRIP,4.7,685,"['Our best-selling 5A design with an added anti-slip finish', 'Play longer, harder, and faster with less fear of dropping a stick!', 'Nylon tip for added clarity on cymbals and added durability', 'Crafted from premium USA Hickory']",['Great for the 5AN player who is looking for a slip-free grip.'],15.49,Vic Firth,"['Musical Instruments', 'Instrument Accessories', 'Drum & Percussion Accessories', 'Drumsticks, Mallets & Brushes', 'Drumsticks']","{""Manufacturer"": ""Vic Firth Drumsticks"", ""Part Number"": ""5ANVG"", ""Item Weight"": ""1.92 ounces"", ""Product Dimensions"": ""16 x 0.6 x 0.6 inches"", ""Item model number"": ""VIC 5ANVG"", ""Is Discontinued By Manufacturer"": ""No"", ""Size"": ""5a"", ""Color"": ""Original Version"", ""Style"": ""5ANVG"", ""Material"": ""Hickory"", ""Item Package Quantity"": ""1"", ""Batteries Included?"": ""No"", ""Batteries Required?"": ""No"", ""Best Sellers Rank"": {""Musical Instruments"": 24898, ""Drumsticks"": 399}, ""Date First Available"": ""July 16, 2004""}",B07MZ9DGMP
